Simulation created and run on: 
Fri Nov  4 09:23:42 2022


Time (s), Height (m), Velocity (m/s), Deployment Angle (radians)
0.131769, 800.214, 281.582, 0
0.131947, 800.264, 281.578, 0
0.132124, 800.314, 281.574, 0
0.132302, 800.364, 281.57, 0
0.13248, 800.414, 281.566, 0
0.132657, 800.464, 281.562, 0
0.132835, 800.514, 281.558, 0
0.133012, 800.564, 281.554, 0
0.13319, 800.614, 281.55, 0
0.133368, 800.664, 281.546, 0
0.133545, 800.714, 281.542, 0
0.133723, 800.764, 281.538, 0
0.1339, 800.814, 281.534, 0
0.134078, 800.864, 281.53, 0
0.134256, 800.914, 281.526, 0
0.134433, 800.964, 281.522, 0
0.134611, 801.014, 281.518, 0
0.134788, 801.064, 281.514, 0
0.134966, 801.114, 281.51, 0
0.135144, 801.164, 281.506, 0
0.135321, 801.214, 281.502, 0
0.135499, 801.264, 281.498, 0
0.135676, 801.314, 281.494, 0
0.135854, 801.364, 281.49, 0
0.136032, 801.414, 281.486, 0
0.136209, 801.464, 281.482, 0
0.136387, 801.514, 281.478, 0
0.136565, 801.564, 281.474, 0
0.136742, 801.614, 281.47, 0
0.13692, 801.664, 281.466, 0
0.137098, 801.714, 281.462, 0
0.137275, 801.764, 281.458, 0
0.137453, 801.814, 281.454, 0
0.13763, 801.864, 281.45, 0
0.137808, 801.914, 281.446, 0
0.137986, 801.964, 281.442, 0
0.138163, 802.014, 281.438, 0
0.138341, 802.064, 281.434, 0
0.138519, 802.114, 281.43, 0
0.138696, 802.164, 281.426, 0
0.138874, 802.214, 281.422, 0
0.139052, 802.264, 281.418, 0
0.139229, 802.314, 281.414, 0
0.139407, 802.364, 281.41, 0
0.139585, 802.414, 281.406, 0
0.139762, 802.464, 281.402, 0
0.13994, 802.514, 281.398, 0
0.140118, 802.564, 281.394, 0
0.140296, 802.614, 281.39, 0
0.140473, 802.664, 281.386, 0
0.140651, 802.714, 281.382, 0
0.140829, 802.764, 281.378, 0
0.141006, 802.814, 281.374, 0
0.141184, 802.864, 281.37, 0
0.141362, 802.914, 281.366, 0
0.141539, 802.964, 281.362, 0
0.141717, 803.014, 281.358, 0
0.141895, 803.064, 281.354, 0
0.142073, 803.114, 281.35, 0
0.14225, 803.164, 281.346, 0
0.142428, 803.214, 281.342, 0
0.142606, 803.264, 281.338, 0
0.142783, 803.314, 281.335, 0
0.142961, 803.364, 281.331, 0
0.143139, 803.414, 281.327, 0
0.143317, 803.464, 281.323, 0
0.143494, 803.514, 281.319, 0
0.143672, 803.564, 281.315, 0
0.14385, 803.614, 281.311, 0
0.144028, 803.664, 281.307, 0
0.144205, 803.714, 281.303, 0
0.144383, 803.764, 281.299, 0
0.144561, 803.814, 281.295, 0
0.144739, 803.864, 281.291, 0
0.144916, 803.914, 281.287, 0
0.145094, 803.964, 281.283, 0
0.145272, 804.014, 281.279, 0
0.14545, 804.064, 281.275, 0
0.145627, 804.114, 281.271, 0
0.145805, 804.164, 281.267, 0
0.145983, 804.214, 281.263, 0
0.146161, 804.264, 281.259, 0
0.146338, 804.314, 281.255, 0
0.146516, 804.364, 281.251, 0
0.146694, 804.414, 281.247, 0
0.146872, 804.464, 281.243, 0
0.14705, 804.514, 281.239, 0
0.147227, 804.564, 281.235, 0
0.147405, 804.614, 281.231, 0
0.147583, 804.664, 281.227, 0
0.147761, 804.714, 281.223, 0
0.147939, 804.764, 281.219, 0
0.148116, 804.814, 281.215, 0
0.148294, 804.864, 281.211, 0
0.148472, 804.914, 281.207, 0
0.14865, 804.964, 281.203, 0
0.148828, 805.014, 281.199, 0
0.149005, 805.064, 281.195, 0
0.149183, 805.114, 281.191, 0
0.149361, 805.164, 281.187, 0
0.149539, 805.214, 281.183, 0
0.149717, 805.264, 281.179, 0
0.149894, 805.314, 281.175, 0
0.150072, 805.364, 281.171, 0
0.15025, 805.414, 281.167, 0
0.150428, 805.464, 281.163, 0
0.150606, 805.514, 281.159, 0
0.150784, 805.564, 281.155, 0
0.150961, 805.614, 281.151, 0
0.151139, 805.664, 281.147, 0
0.151317, 805.714, 281.143, 0
0.151495, 805.764, 281.139, 0
0.151673, 805.814, 281.135, 0
0.151851, 805.864, 281.131, 0
0.152029, 805.914, 281.127, 0
0.152206, 805.964, 281.123, 0
0.152384, 806.014, 281.119, 0
0.152562, 806.064, 281.115, 0
0.15274, 806.114, 281.111, 0
0.152918, 806.164, 281.107, 0
0.153096, 806.214, 281.103, 0
0.153274, 806.264, 281.099, 0
0.153452, 806.314, 281.095, 0
0.153629, 806.364, 281.091, 0
0.153807, 806.414, 281.087, 0
0.153985, 806.464, 281.083, 0
0.154163, 806.514, 281.079, 0
0.154341, 806.564, 281.075, 0
0.154519, 806.614, 281.071, 0
0.154697, 806.664, 281.067, 0
0.154875, 806.714, 281.063, 0
0.155053, 806.764, 281.059, 0
0.15523, 806.814, 281.055, 0
0.155408, 806.864, 281.051, 0
0.155586, 806.914, 281.047, 0
0.155764, 806.964, 281.043, 0
0.155942, 807.014, 281.039, 0
0.15612, 807.064, 281.035, 0
0.156298, 807.114, 281.031, 0
0.156476, 807.164, 281.027, 0
0.156654, 807.214, 281.023, 0
0.156832, 807.264, 281.019, 0
0.15701, 807.314, 281.015, 0
0.157188, 807.364, 281.011, 0
0.157365, 807.414, 281.007, 0
0.157543, 807.464, 281.003, 0
0.157721, 807.514, 280.999, 0
0.157899, 807.564, 280.995, 0
0.158077, 807.614, 280.991, 0
0.158255, 807.664, 280.987, 0
0.158433, 807.714, 280.983, 0
0.158611, 807.764, 280.979, 0
0.158789, 807.814, 280.975, 0
0.158967, 807.864, 280.971, 0
0.159145, 807.914, 280.967, 0
0.159323, 807.964, 280.963, 0
0.159501, 808.014, 280.959, 0
0.159679, 808.064, 280.955, 0
0.159857, 808.114, 280.951, 0
0.160035, 808.164, 280.947, 0
0.160213, 808.214, 280.943, 0
0.160391, 808.264, 280.939, 0
0.160569, 808.314, 280.935, 0
0.160747, 808.364, 280.931, 0
0.160925, 808.414, 280.927, 0
0.161103, 808.464, 280.923, 0
0.161281, 808.514, 280.919, 0
0.161459, 808.564, 280.915, 0
0.161637, 808.614, 280.911, 0
0.161815, 808.664, 280.907, 0
0.161993, 808.714, 280.903, 0
0.162171, 808.764, 280.899, 0
0.162349, 808.814, 280.895, 0
0.162527, 808.864, 280.891, 0
0.162705, 808.914, 280.887, 0
0.162883, 808.964, 280.883, 0
0.163061, 809.014, 280.879, 0
0.163239, 809.064, 280.875, 0
0.163417, 809.114, 280.871, 0
0.163595, 809.164, 280.867, 0
0.163773, 809.214, 280.863, 0
0.163951, 809.264, 280.859, 0
0.164129, 809.314, 280.855, 0
0.164307, 809.364, 280.851, 0
0.164485, 809.414, 280.847, 0
0.164663, 809.464, 280.843, 0
0.164841, 809.514, 280.839, 0
0.165019, 809.564, 280.835, 0
0.165197, 809.614, 280.831, 0
0.165375, 809.664, 280.827, 0
0.165553, 809.714, 280.823, 0
0.165731, 809.764, 280.819, 0
0.165909, 809.814, 280.815, 0
0.166087, 809.864, 280.811, 0
0.166265, 809.914, 280.807, 0
0.166443, 809.964, 280.803, 0
0.166621, 810.014, 280.799, 0
0.166799, 810.064, 280.795, 0
0.166977, 810.114, 280.791, 0
0.167156, 810.164, 280.787, 0
0.167334, 810.214, 280.783, 0
0.167512, 810.264, 280.779, 0
0.16769, 810.314, 280.775, 0
0.167868, 810.364, 280.771, 0
0.168046, 810.414, 280.767, 0
0.168224, 810.464, 280.763, 0
0.168402, 810.514, 280.759, 0
0.16858, 810.564, 280.755, 0
0.168758, 810.614, 280.751, 0
0.168936, 810.664, 280.747, 0
0.169115, 810.714, 280.743, 0
0.169293, 810.764, 280.739, 0
0.169471, 810.814, 280.735, 0
0.169649, 810.864, 280.731, 0
0.169827, 810.914, 280.727, 0
0.170005, 810.964, 280.723, 0
0.170183, 811.014, 280.719, 0
0.170361, 811.064, 280.715, 0
0.170539, 811.114, 280.711, 0
0.170718, 811.164, 280.707, 0
0.170896, 811.214, 280.703, 0
0.171074, 811.264, 280.699, 0
0.171252, 811.314, 280.695, 0
0.17143, 811.364, 280.692, 0
0.171608, 811.414, 280.688, 0
0.171786, 811.464, 280.684, 0
0.171964, 811.514, 280.68, 0
0.172143, 811.564, 280.676, 0
0.172321, 811.614, 280.672, 0
0.172499, 811.664, 280.668, 0
0.172677, 811.714, 280.664, 0
0.172855, 811.764, 280.66, 0
0.173033, 811.814, 280.656, 0
0.173211, 811.864, 280.652, 0
0.17339, 811.914, 280.648, 0
0.173568, 811.964, 280.644, 0
0.173746, 812.014, 280.64, 0
0.173924, 812.064, 280.636, 0
0.174102, 812.114, 280.632, 0
0.17428, 812.164, 280.628, 0
0.174459, 812.214, 280.624, 0
0.174637, 812.264, 280.62, 0
0.174815, 812.314, 280.616, 0
0.174993, 812.364, 280.612, 0
0.175171, 812.414, 280.608, 0
0.17535, 812.464, 280.604, 0
0.175528, 812.514, 280.6, 0
0.175706, 812.564, 280.596, 0
0.175884, 812.614, 280.592, 0
0.176062, 812.664, 280.588, 0
0.176241, 812.714, 280.584, 0
0.176419, 812.764, 280.58, 0
0.176597, 812.814, 280.576, 0
0.176775, 812.864, 280.572, 0
0.176953, 812.914, 280.568, 0
0.177132, 812.964, 280.564, 0
0.17731, 813.014, 280.56, 0
0.177488, 813.064, 280.556, 0
0.177666, 813.114, 280.552, 0
0.177844, 813.164, 280.548, 0
0.178023, 813.214, 280.544, 0
0.178201, 813.264, 280.54, 0
0.178379, 813.314, 280.536, 0
0.178557, 813.364, 280.532, 0
0.178736, 813.414, 280.528, 0
0.178914, 813.464, 280.524, 0
0.179092, 813.514, 280.52, 0
0.17927, 813.564, 280.516, 0
0.179449, 813.614, 280.512, 0
0.179627, 813.664, 280.508, 0
0.179805, 813.714, 280.504, 0
0.179983, 813.764, 280.5, 0
0.180162, 813.814, 280.496, 0
0.18034, 813.864, 280.492, 0
0.180518, 813.914, 280.488, 0
0.180696, 813.964, 280.484, 0
0.180875, 814.014, 280.48, 0
0.181053, 814.064, 280.476, 0
0.181231, 814.114, 280.472, 0
0.181409, 814.164, 280.468, 0
0.181588, 814.214, 280.464, 0
0.181766, 814.264, 280.46, 0
0.181944, 814.314, 280.456, 0
0.182123, 814.364, 280.452, 0
0.182301, 814.414, 280.448, 0
0.182479, 814.464, 280.444, 0
0.182657, 814.514, 280.44, 0
0.182836, 814.564, 280.436, 0
0.183014, 814.614, 280.432, 0
0.183192, 814.664, 280.428, 0
0.183371, 814.714, 280.424, 0
0.183549, 814.764, 280.42, 0
0.183727, 814.814, 280.416, 0
0.183906, 814.864, 280.412, 0
0.184084, 814.914, 280.408, 0
0.184262, 814.964, 280.404, 0
0.18444, 815.014, 280.4, 0
0.184619, 815.064, 280.396, 0
0.184797, 815.114, 280.392, 0
0.184975, 815.164, 280.388, 0
0.185154, 815.214, 280.384, 0
0.185332, 815.264, 280.38, 0
0.18551, 815.314, 280.376, 0
0.185689, 815.364, 280.372, 0
0.185867, 815.414, 280.368, 0
0.186045, 815.464, 280.364, 0
0.186224, 815.514, 280.36, 0
0.186402, 815.564, 280.356, 0
0.18658, 815.614, 280.352, 0
0.186759, 815.664, 280.348, 0
0.186937, 815.714, 280.344, 0
0.187116, 815.764, 280.34, 0
0.187294, 815.814, 280.336, 0
0.187472, 815.864, 280.332, 0
0.187651, 815.914, 280.328, 0
0.187829, 815.964, 280.324, 0
0.188007, 816.014, 280.32, 0
0.188186, 816.064, 280.316, 0
0.188364, 816.114, 280.312, 0
0.188542, 816.164, 280.308, 0
0.188721, 816.214, 280.304, 0
0.188899, 816.264, 280.3, 0
0.189078, 816.314, 280.296, 0
0.189256, 816.364, 280.292, 0
0.189434, 816.414, 280.288, 0
0.189613, 816.464, 280.284, 0
0.189791, 816.514, 280.28, 0
0.18997, 816.564, 280.276, 0
0.190148, 816.614, 280.272, 0
0.190326, 816.664, 280.268, 0
0.190505, 816.714, 280.264, 0
0.190683, 816.764, 280.26, 0
0.190862, 816.814, 280.256, 0
0.19104, 816.864, 280.253, 0
0.191218, 816.914, 280.249, 0
0.191397, 816.964, 280.245, 0
0.191575, 817.014, 280.241, 0
0.191754, 817.064, 280.237, 0
0.191932, 817.114, 280.233, 0
0.19211, 817.164, 280.229, 0
0.192289, 817.214, 280.225, 0
0.192467, 817.264, 280.221, 0
0.192646, 817.314, 280.217, 0
0.192824, 817.364, 280.213, 0
0.193003, 817.414, 280.209, 0
0.193181, 817.464, 280.205, 0
0.19336, 817.514, 280.201, 0
0.193538, 817.564, 280.197, 0
0.193716, 817.614, 280.193, 0
0.193895, 817.664, 280.189, 0
0.194073, 817.714, 280.185, 0
0.194252, 817.764, 280.181, 0
0.19443, 817.814, 280.177, 0
0.194609, 817.864, 280.173, 0
0.194787, 817.914, 280.169, 0
0.194966, 817.964, 280.165, 0
0.195144, 818.014, 280.161, 0
0.195323, 818.064, 280.157, 0
0.195501, 818.114, 280.153, 0
0.19568, 818.164, 280.149, 0
0.195858, 818.214, 280.145, 0
0.196036, 818.264, 280.141, 0
0.196215, 818.314, 280.137, 0
0.196393, 818.364, 280.133, 0
0.196572, 818.414, 280.129, 0
0.19675, 818.464, 280.125, 0
0.196929, 818.514, 280.121, 0
0.197107, 818.564, 280.117, 0
0.197286, 818.614, 280.113, 0
0.197464, 818.664, 280.109, 0
0.197643, 818.714, 280.105, 0
0.197821, 818.764, 280.101, 0
0.198, 818.814, 280.097, 0
0.198178, 818.864, 280.093, 0
0.198357, 818.914, 280.089, 0
0.198536, 818.964, 280.085, 0
0.198714, 819.014, 280.081, 0
0.198893, 819.064, 280.077, 0
0.199071, 819.114, 280.073, 0
0.19925, 819.164, 280.069, 0
0.199428, 819.214, 280.065, 0
0.199607, 819.264, 280.061, 0
0.199785, 819.314, 280.057, 0
0.199964, 819.364, 280.053, 0
0.200142, 819.414, 280.049, 0
0.200321, 819.464, 280.045, 0
0.200499, 819.514, 280.041, 0
0.200678, 819.564, 280.037, 0
0.200856, 819.614, 280.033, 0
0.201035, 819.664, 280.029, 0
0.201214, 819.714, 280.025, 0
0.201392, 819.764, 280.021, 0
0.201571, 819.814, 280.017, 0
0.201749, 819.864, 280.013, 0
0.201928, 819.914, 280.009, 0
0.202106, 819.964, 280.005, 0
0.202285, 820.014, 280.001, 0
0.202464, 820.064, 279.997, 0
0.202642, 820.114, 279.993, 0
0.202821, 820.164, 279.989, 0
0.202999, 820.214, 279.985, 0
0.203178, 820.264, 279.981, 0
0.203356, 820.314, 279.977, 0
0.203535, 820.364, 279.973, 0
0.203714, 820.414, 279.969, 0
0.203892, 820.464, 279.965, 0
0.204071, 820.514, 279.961, 0
0.204249, 820.564, 279.957, 0
0.204428, 820.614, 279.953, 0
0.204607, 820.664, 279.949, 0
0.204785, 820.714, 279.945, 0
0.204964, 820.764, 279.941, 0
0.205142, 820.814, 279.937, 0
0.205321, 820.864, 279.933, 0
0.2055, 820.914, 279.929, 0
0.205678, 820.964, 279.925, 0
0.205857, 821.014, 279.921, 0
0.206036, 821.064, 279.917, 0
0.206214, 821.114, 279.913, 0
0.206393, 821.164, 279.909, 0
0.206571, 821.214, 279.905, 0
0.20675, 821.264, 279.901, 0
0.206929, 821.314, 279.897, 0
0.207107, 821.364, 279.894, 0
0.207286, 821.414, 279.89, 0
0.207465, 821.464, 279.886, 0
0.207643, 821.514, 279.882, 0
0.207822, 821.564, 279.878, 0
0.208001, 821.614, 279.874, 0
0.208179, 821.664, 279.87, 0
0.208358, 821.714, 279.866, 0
0.208537, 821.764, 279.862, 0
0.208715, 821.814, 279.858, 0
0.208894, 821.864, 279.854, 0
0.209073, 821.914, 279.85, 0
0.209251, 821.964, 279.846, 0
0.20943, 822.014, 279.842, 0
0.209609, 822.064, 279.838, 0
0.209787, 822.114, 279.834, 0
0.209966, 822.164, 279.83, 0
0.210145, 822.214, 279.826, 0
0.210323, 822.264, 279.822, 0
0.210502, 822.314, 279.818, 0
0.210681, 822.364, 279.814, 0
0.210859, 822.414, 279.81, 0
0.211038, 822.464, 279.806, 0
0.211217, 822.514, 279.802, 0
0.211395, 822.564, 279.798, 0
0.211574, 822.614, 279.794, 0
0.211753, 822.664, 279.79, 0
0.211932, 822.714, 279.786, 0
0.21211, 822.764, 279.782, 0
0.212289, 822.814, 279.778, 0
0.212468, 822.864, 279.774, 0
0.212646, 822.914, 279.77, 0
0.212825, 822.964, 279.766, 0
0.213004, 823.014, 279.762, 0
0.213183, 823.064, 279.758, 0
0.213361, 823.114, 279.754, 0
0.21354, 823.164, 279.75, 0
0.213719, 823.214, 279.746, 0
0.213898, 823.264, 279.742, 0
0.214076, 823.314, 279.738, 0
0.214255, 823.364, 279.734, 0
0.214434, 823.414, 279.73, 0
0.214612, 823.464, 279.726, 0
0.214791, 823.514, 279.722, 0
0.21497, 823.564, 279.718, 0
0.215149, 823.614, 279.714, 0
0.215327, 823.664, 279.71, 0
0.215506, 823.714, 279.706, 0
0.215685, 823.764, 279.702, 0
0.215864, 823.814, 279.698, 0
0.216043, 823.864, 279.694, 0
0.216221, 823.914, 279.69, 0
0.2164, 823.964, 279.686, 0
0.216579, 824.014, 279.682, 0
0.216758, 824.064, 279.678, 0
0.216936, 824.114, 279.674, 0
0.217115, 824.164, 279.67, 0
0.217294, 824.214, 279.666, 0
0.217473, 824.264, 279.662, 0
0.217652, 824.314, 279.658, 0
0.21783, 824.364, 279.654, 0
0.218009, 824.414, 279.65, 0
0.218188, 824.464, 279.646, 0
0.218367, 824.514, 279.642, 0
0.218546, 824.564, 279.638, 0
0.218724, 824.614, 279.634, 0
0.218903, 824.664, 279.63, 0
0.219082, 824.714, 279.626, 0
0.219261, 824.764, 279.622, 0
0.21944, 824.814, 279.618, 0
0.219618, 824.864, 279.614, 0
0.219797, 824.914, 279.61, 0
0.219976, 824.964, 279.606, 0
0.220155, 825.014, 279.602, 0
0.220334, 825.064, 279.598, 0
0.220513, 825.114, 279.594, 0
0.220691, 825.164, 279.59, 0
0.22087, 825.214, 279.587, 0
0.221049, 825.264, 279.583, 0
0.221228, 825.314, 279.579, 0
0.221407, 825.364, 279.575, 0
0.221586, 825.414, 279.571, 0
0.221764, 825.464, 279.567, 0
0.221943, 825.514, 279.563, 0
0.222122, 825.564, 279.559, 0
0.222301, 825.614, 279.555, 0
0.22248, 825.664, 279.551, 0
0.222659, 825.714, 279.547, 0
0.222838, 825.764, 279.543, 0
0.223016, 825.814, 279.539, 0
0.223195, 825.864, 279.535, 0
0.223374, 825.914, 279.531, 0
0.223553, 825.964, 279.527, 0
0.223732, 826.014, 279.523, 0
0.223911, 826.064, 279.519, 0
0.22409, 826.114, 279.515, 0
0.224269, 826.164, 279.511, 0
0.224447, 826.214, 279.507, 0
0.224626, 826.264, 279.503, 0
0.224805, 826.314, 279.499, 0
0.224984, 826.364, 279.495, 0
0.225163, 826.414, 279.491, 0
0.225342, 826.464, 279.487, 0
0.225521, 826.514, 279.483, 0
0.2257, 826.564, 279.479, 0
0.225879, 826.614, 279.475, 0
0.226058, 826.664, 279.471, 0
0.226236, 826.714, 279.467, 0
0.226415, 826.764, 279.463, 0
0.226594, 826.814, 279.459, 0
0.226773, 826.864, 279.455, 0
0.226952, 826.914, 279.451, 0
0.227131, 826.964, 279.447, 0
0.22731, 827.014, 279.443, 0
0.227489, 827.064, 279.439, 0
0.227668, 827.114, 279.435, 0
0.227847, 827.164, 279.431, 0
0.228026, 827.214, 279.427, 0
0.228205, 827.264, 279.423, 0
0.228384, 827.314, 279.419, 0
0.228563, 827.364, 279.415, 0
0.228741, 827.414, 279.411, 0
0.22892, 827.464, 279.407, 0
0.229099, 827.514, 279.403, 0
0.229278, 827.564, 279.399, 0
0.229457, 827.614, 279.395, 0
0.229636, 827.664, 279.391, 0
0.229815, 827.714, 279.387, 0
0.229994, 827.764, 279.383, 0
0.230173, 827.814, 279.379, 0
0.230352, 827.864, 279.375, 0
0.230531, 827.914, 279.371, 0
0.23071, 827.964, 279.367, 0
0.230889, 828.014, 279.363, 0
0.231068, 828.064, 279.359, 0
0.231247, 828.114, 279.355, 0
0.231426, 828.164, 279.351, 0
0.231605, 828.214, 279.347, 0
0.231784, 828.264, 279.343, 0
0.231963, 828.314, 279.339, 0
0.232142, 828.364, 279.335, 0
0.232321, 828.414, 279.331, 0
0.2325, 828.464, 279.327, 0
0.232679, 828.514, 279.323, 0
0.232858, 828.564, 279.319, 0
0.233037, 828.614, 279.315, 0
0.233216, 828.664, 279.312, 0
0.233395, 828.714, 279.308, 0
0.233574, 828.764, 279.304, 0
0.233753, 828.814, 279.3, 0
0.233932, 828.864, 279.296, 0
0.234111, 828.914, 279.292, 0
0.23429, 828.964, 279.288, 0
0.234469, 829.014, 279.284, 0
0.234648, 829.064, 279.28, 0
0.234827, 829.114, 279.276, 0
0.235006, 829.164, 279.272, 0
0.235185, 829.214, 279.268, 0
0.235364, 829.264, 279.264, 0
0.235543, 829.314, 279.26, 0
0.235722, 829.364, 279.256, 0
0.235901, 829.414, 279.252, 0
0.236081, 829.464, 279.248, 0
0.23626, 829.514, 279.244, 0
0.236439, 829.564, 279.24, 0
0.236618, 829.614, 279.236, 0
0.236797, 829.664, 279.232, 0
0.236976, 829.714, 279.228, 0
0.237155, 829.764, 279.224, 0
0.237334, 829.814, 279.22, 0
0.237513, 829.864, 279.216, 0
0.237692, 829.914, 279.212, 0
0.237871, 829.964, 279.208, 0
0.23805, 830.014, 279.204, 0
0.238229, 830.064, 279.2, 0
0.238408, 830.114, 279.196, 0
0.238588, 830.164, 279.192, 0
0.238767, 830.214, 279.188, 0
0.238946, 830.264, 279.184, 0
0.239125, 830.314, 279.18, 0
0.239304, 830.364, 279.176, 0
0.239483, 830.414, 279.172, 0
0.239662, 830.464, 279.168, 0
0.239841, 830.514, 279.164, 0
0.24002, 830.564, 279.16, 0
0.240199, 830.614, 279.156, 0
0.240379, 830.664, 279.152, 0
0.240558, 830.714, 279.148, 0
0.240737, 830.764, 279.144, 0
0.240916, 830.814, 279.14, 0
0.241095, 830.864, 279.136, 0
0.241274, 830.914, 279.132, 0
0.241453, 830.964, 279.128, 0
0.241632, 831.014, 279.124, 0
0.241812, 831.064, 279.12, 0
0.241991, 831.114, 279.116, 0
0.24217, 831.164, 279.112, 0
0.242349, 831.214, 279.108, 0
0.242528, 831.264, 279.104, 0
0.242707, 831.314, 279.1, 0
0.242886, 831.364, 279.096, 0
0.243066, 831.414, 279.092, 0
0.243245, 831.464, 279.088, 0
0.243424, 831.514, 279.084, 0
0.243603, 831.564, 279.08, 0
0.243782, 831.614, 279.076, 0
0.243961, 831.664, 279.072, 0
0.244141, 831.714, 279.068, 0
0.24432, 831.764, 279.064, 0
0.244499, 831.814, 279.061, 0
0.244678, 831.864, 279.057, 0
0.244857, 831.914, 279.053, 0
0.245036, 831.964, 279.049, 0
0.245216, 832.014, 279.045, 0
0.245395, 832.064, 279.041, 0
0.245574, 832.114, 279.037, 0
0.245753, 832.164, 279.033, 0
0.245932, 832.214, 279.029, 0
0.246112, 832.264, 279.025, 0
0.246291, 832.314, 279.021, 0
0.24647, 832.364, 279.017, 0
0.246649, 832.414, 279.013, 0
0.246828, 832.464, 279.009, 0
0.247008, 832.514, 279.005, 0
0.247187, 832.564, 279.001, 0
0.247366, 832.614, 278.997, 0
0.247545, 832.664, 278.993, 0
0.247724, 832.714, 278.989, 0
0.247904, 832.764, 278.985, 0
0.248083, 832.814, 278.981, 0
0.248262, 832.864, 278.977, 0
0.248441, 832.914, 278.973, 0
0.248621, 832.964, 278.969, 0
0.2488, 833.014, 278.965, 0
0.248979, 833.064, 278.961, 0
0.249158, 833.114, 278.957, 0
0.249338, 833.164, 278.953, 0
0.249517, 833.214, 278.949, 0
0.249696, 833.264, 278.945, 0
0.249875, 833.314, 278.941, 0
0.250055, 833.364, 278.937, 0
0.250234, 833.414, 278.933, 0
0.250413, 833.464, 278.929, 0
0.250592, 833.514, 278.925, 0
0.250772, 833.564, 278.921, 0
0.250951, 833.614, 278.917, 0
0.25113, 833.664, 278.913, 0
0.251309, 833.714, 278.909, 0
0.251489, 833.764, 278.905, 0
0.251668, 833.814, 278.901, 0
0.251847, 833.864, 278.897, 0
0.252026, 833.914, 278.893, 0
0.252206, 833.964, 278.889, 0
0.252385, 834.014, 278.885, 0
0.252564, 834.064, 278.881, 0
0.252744, 834.114, 278.877, 0
0.252923, 834.164, 278.873, 0
0.253102, 834.214, 278.869, 0
0.253281, 834.264, 278.865, 0
0.253461, 834.314, 278.861, 0
0.25364, 834.364, 278.857, 0
0.253819, 834.414, 278.853, 0
0.253999, 834.464, 278.849, 0
0.254178, 834.514, 278.845, 0
0.254357, 834.564, 278.841, 0
0.254537, 834.614, 278.837, 0
0.254716, 834.664, 278.833, 0
0.254895, 834.714, 278.83, 0
0.255075, 834.764, 278.826, 0
0.255254, 834.814, 278.822, 0
0.255433, 834.864, 278.818, 0
0.255613, 834.914, 278.814, 0
0.255792, 834.964, 278.81, 0
0.255971, 835.014, 278.806, 0
0.256151, 835.064, 278.802, 0
0.25633, 835.114, 278.798, 0
0.256509, 835.164, 278.794, 0
0.256689, 835.214, 278.79, 0
0.256868, 835.264, 278.786, 0
0.257047, 835.314, 278.782, 0
0.257227, 835.364, 278.778, 0
0.257406, 835.414, 278.774, 0
0.257585, 835.464, 278.77, 0
0.257765, 835.514, 278.766, 0
0.257944, 835.564, 278.762, 0
0.258124, 835.614, 278.758, 0
0.258303, 835.664, 278.754, 0
0.258482, 835.714, 278.75, 0
0.258662, 835.764, 278.746, 0
0.258841, 835.814, 278.742, 0
0.25902, 835.864, 278.738, 0
0.2592, 835.914, 278.734, 0
0.259379, 835.964, 278.73, 0
0.259559, 836.014, 278.726, 0
0.259738, 836.064, 278.722, 0
0.259917, 836.114, 278.718, 0
0.260097, 836.164, 278.714, 0
0.260276, 836.214, 278.71, 0
0.260456, 836.264, 278.706, 0
0.260635, 836.314, 278.702, 0
0.260814, 836.364, 278.698, 0
0.260994, 836.414, 278.694, 0
0.261173, 836.464, 278.69, 0
0.261353, 836.514, 278.686, 0
0.261532, 836.564, 278.682, 0
0.261711, 836.614, 278.678, 0
0.261891, 836.664, 278.674, 0
0.26207, 836.714, 278.67, 0
0.26225, 836.764, 278.666, 0
0.262429, 836.814, 278.662, 0
0.262609, 836.864, 278.658, 0
0.262788, 836.914, 278.654, 0
0.262967, 836.964, 278.65, 0
0.263147, 837.014, 278.646, 0
0.263326, 837.064, 278.642, 0
0.263506, 837.114, 278.638, 0
0.263685, 837.164, 278.634, 0
0.263865, 837.214, 278.63, 0
0.264044, 837.264, 278.626, 0
0.264224, 837.314, 278.622, 0
0.264403, 837.364, 278.618, 0
